name,rank,year,genre,duration,rating,url,runtime_min,decade
Unforgiven,150,1992,Drama,2h 10m,8.2,https://www.imdb.com/title/tt0105695/,130.0,1990
Unforgiven,150,1992,Western,2h 10m,8.2,https://www.imdb.com/title/tt0105695/,130.0,1990
Prisoners,151,2013,Crime,2h 33m,8.2,https://www.imdb.com/title/tt1392214/,153.0,2010
Prisoners,151,2013,Drama,2h 33m,8.2,https://www.imdb.com/title/tt1392214/,153.0,2010
Prisoners,151,2013,Mystery,2h 33m,8.2,https://www.imdb.com/title/tt1392214/,153.0,2010
Kill Bill: Vol. 1,152,2003,Action,1h 51m,8.2,https://www.imdb.com/title/tt0266697/,111.0,2000
Kill Bill: Vol. 1,152,2003,Crime,1h 51m,8.2,https://www.imdb.com/title/tt0266697/,111.0,2000
Kill Bill: Vol. 1,152,2003,Thriller,1h 51m,8.2,https://www.imdb.com/title/tt0266697/,111.0,2000
A Beautiful Mind,153,2001,Biography,2h 15m,8.2,https://www.imdb.com/title/tt0268978/,135.0,2000
A Beautiful Mind,153,2001,Drama,2h 15m,8.2,https://www.imdb.com/title/tt0268978/,135.0,2000
A Beautiful Mind,153,2001,Mystery,2h 15m,8.2,https://www.imdb.com/title/tt0268978/,135.0,2000
The Treasure of the Sierra Madre,154,1948,Adventure,2h 6m,8.2,https://www.imdb.com/title/tt0040897/,126.0,1940
The Treasure of the Sierra Madre,154,1948,Drama,2h 6m,8.2,https://www.imdb.com/title/tt0040897/,126.0,1940
The Treasure of the Sierra Madre,154,1948,Western,2h 6m,8.2,https://www.imdb.com/title/tt0040897/,126.0,1940
Hauru no ugoku shiro,155,2004,Animation,1h 59m,8.2,https://www.imdb.com/title/tt0347149/,119.0,2000
Hauru no ugoku shiro,155,2004,Adventure,1h 59m,8.2,https://www.imdb.com/title/tt0347149/,119.0,2000
Hauru no ugoku shiro,155,2004,Family,1h 59m,8.2,https://www.imdb.com/title/tt0347149/,119.0,2000
Finding Nemo,156,2003,Animation,1h 40m,8.2,https://www.imdb.com/title/tt0266543/,100.0,2000
Finding Nemo,156,2003,Adventure,1h 40m,8.2,https://www.imdb.com/title/tt0266543/,100.0,2000
Finding Nemo,156,2003,Comedy,1h 40m,8.2,https://www.imdb.com/title/tt0266543/,100.0,2000
Yôjinbô,157,1961,Action,1h 50m,8.2,https://www.imdb.com/title/tt0055630/,110.0,1960
Yôjinbô,157,1961,Drama,1h 50m,8.2,https://www.imdb.com/title/tt0055630/,110.0,1960
Yôjinbô,157,1961,Thriller,1h 50m,8.2,https://www.imdb.com/title/tt0055630/,110.0,1960
The Great Escape,158,1963,Adventure,2h 52m,8.2,https://www.imdb.com/title/tt0057115/,172.0,1960
The Great Escape,158,1963,Drama,2h 52m,8.2,https://www.imdb.com/title/tt0057115/,172.0,1960
The Great Escape,158,1963,Thriller,2h 52m,8.2,https://www.imdb.com/title/tt0057115/,172.0,1960
Monty Python and the Holy Grail,159,1975,Adventure,1h 31m,8.2,https://www.imdb.com/title/tt0071853/,91.0,1970
Monty Python and the Holy Grail,159,1975,Comedy,1h 31m,8.2,https://www.imdb.com/title/tt0071853/,91.0,1970
Monty Python and the Holy Grail,159,1975,Fantasy,1h 31m,8.2,https://www.imdb.com/title/tt0071853/,91.0,1970
La meglio gioventù,160,2003,Drama,6h 14m,8.4,https://www.imdb.com/title/tt0346336/,374.0,2000
La meglio gioventù,160,2003,Romance,6h 14m,8.4,https://www.imdb.com/title/tt0346336/,374.0,2000
The Elephant Man,161,1980,Biography,2h 4m,8.2,https://www.imdb.com/title/tt0080678/,124.0,1980
The Elephant Man,161,1980,Drama,2h 4m,8.2,https://www.imdb.com/title/tt0080678/,124.0,1980
Klaus,162,2019,Animation,1h 36m,8.2,https://www.imdb.com/title/tt4729430/,96.0,2010
Klaus,162,2019,Adventure,1h 36m,8.2,https://www.imdb.com/title/tt4729430/,96.0,2010
Klaus,162,2019,Comedy,1h 36m,8.2,https://www.imdb.com/title/tt4729430/,96.0,2010
Dial M for Murder,163,1954,Crime,1h 45m,8.2,https://www.imdb.com/title/tt0046912/,105.0,1950
Dial M for Murder,163,1954,Drama,1h 45m,8.2,https://www.imdb.com/title/tt0046912/,105.0,1950
Dial M for Murder,163,1954,Mystery,1h 45m,8.2,https://www.imdb.com/title/tt0046912/,105.0,1950
Gone with the Wind,164,1939,Drama,3h 58m,8.2,https://www.imdb.com/title/tt0031381/,238.0,1930
Gone with the Wind,164,1939,Romance,3h 58m,8.2,https://www.imdb.com/title/tt0031381/,238.0,1930
Gone with the Wind,164,1939,War,3h 58m,8.2,https://www.imdb.com/title/tt0031381/,238.0,1930
El secreto de sus ojos,165,2009,Drama,2h 9m,8.2,https://www.imdb.com/title/tt1305806/,129.0,2000
El secreto de sus ojos,165,2009,Mystery,2h 9m,8.2,https://www.imdb.com/title/tt1305806/,129.0,2000
El secreto de sus ojos,165,2009,Romance,2h 9m,8.2,https://www.imdb.com/title/tt1305806/,129.0,2000
Chinatown,166,1974,Drama,2h 10m,8.1,https://www.imdb.com/title/tt0071315/,130.0,1970
Chinatown,166,1974,Mystery,2h 10m,8.1,https://www.imdb.com/title/tt0071315/,130.0,1970
Chinatown,166,1974,Thriller,2h 10m,8.1,https://www.imdb.com/title/tt0071315/,130.0,1970
"Lock, Stock and Two Smoking Barrels",167,1998,Comedy,1h 47m,8.1,https://www.imdb.com/title/tt0120735/,107.0,1990
"Lock, Stock and Two Smoking Barrels",167,1998,Crime,1h 47m,8.1,https://www.imdb.com/title/tt0120735/,107.0,1990
V for Vendetta,168,2005,Action,2h 12m,8.1,https://www.imdb.com/title/tt0434409/,132.0,2000
V for Vendetta,168,2005,Drama,2h 12m,8.1,https://www.imdb.com/title/tt0434409/,132.0,2000
V for Vendetta,168,2005,Sci-Fi,2h 12m,8.1,https://www.imdb.com/title/tt0434409/,132.0,2000
Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,169,2025,Animation,2h 35m,8.5,https://www.imdb.com/title/tt32820897/,155.0,2020
Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,169,2025,Action,2h 35m,8.5,https://www.imdb.com/title/tt32820897/,155.0,2020
Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,169,2025,Adventure,2h 35m,8.5,https://www.imdb.com/title/tt32820897/,155.0,2020
Rashômon,170,1950,Crime,1h 28m,8.1,https://www.imdb.com/title/tt0042876/,88.0,1950
Rashômon,170,1950,Drama,1h 28m,8.1,https://www.imdb.com/title/tt0042876/,88.0,1950
Rashômon,170,1950,Mystery,1h 28m,8.1,https://www.imdb.com/title/tt0042876/,88.0,1950
Inside Out,171,2015,Animation,1h 35m,8.1,https://www.imdb.com/title/tt2096673/,95.0,2010
Inside Out,171,2015,Adventure,1h 35m,8.1,https://www.imdb.com/title/tt2096673/,95.0,2010
Inside Out,171,2015,Comedy,1h 35m,8.1,https://www.imdb.com/title/tt2096673/,95.0,2010
Catch Me If You Can,172,2002,Biography,2h 21m,8.1,https://www.imdb.com/title/tt0264464/,141.0,2000
Catch Me If You Can,172,2002,Crime,2h 21m,8.1,https://www.imdb.com/title/tt0264464/,141.0,2000
Catch Me If You Can,172,2002,Drama,2h 21m,8.1,https://www.imdb.com/title/tt0264464/,141.0,2000
"Three Billboards Outside Ebbing, Missouri",173,2017,Comedy,1h 55m,8.1,https://www.imdb.com/title/tt5027774/,115.0,2010
"Three Billboards Outside Ebbing, Missouri",173,2017,Crime,1h 55m,8.1,https://www.imdb.com/title/tt5027774/,115.0,2010
"Three Billboards Outside Ebbing, Missouri",173,2017,Drama,1h 55m,8.1,https://www.imdb.com/title/tt5027774/,115.0,2010
Trainspotting,174,1996,Crime,1h 33m,8.1,https://www.imdb.com/title/tt0117951/,93.0,1990
Trainspotting,174,1996,Drama,1h 33m,8.1,https://www.imdb.com/title/tt0117951/,93.0,1990
The Bridge on the River Kwai,175,1957,Adventure,2h 41m,8.1,https://www.imdb.com/title/tt0050212/,161.0,1950
The Bridge on the River Kwai,175,1957,Drama,2h 41m,8.1,https://www.imdb.com/title/tt0050212/,161.0,1950
The Bridge on the River Kwai,175,1957,War,2h 41m,8.1,https://www.imdb.com/title/tt0050212/,161.0,1950
Harry Potter and the Deathly Hallows: Part 2,176,2011,Adventure,2h 10m,8.1,https://www.imdb.com/title/tt1201607/,130.0,2010
Harry Potter and the Deathly Hallows: Part 2,176,2011,Family,2h 10m,8.1,https://www.imdb.com/title/tt1201607/,130.0,2010
Harry Potter and the Deathly Hallows: Part 2,176,2011,Fantasy,2h 10m,8.1,https://www.imdb.com/title/tt1201607/,130.0,2010
Fargo,177,1996,Crime,1h 38m,8.1,https://www.imdb.com/title/tt0116282/,98.0,1990
Fargo,177,1996,Drama,1h 38m,8.1,https://www.imdb.com/title/tt0116282/,98.0,1990
Fargo,177,1996,Thriller,1h 38m,8.1,https://www.imdb.com/title/tt0116282/,98.0,1990
Raging Bull,178,1980,Biography,2h 9m,8.1,https://www.imdb.com/title/tt0081398/,129.0,1980
Raging Bull,178,1980,Drama,2h 9m,8.1,https://www.imdb.com/title/tt0081398/,129.0,1980
Raging Bull,178,1980,Sport,2h 9m,8.1,https://www.imdb.com/title/tt0081398/,129.0,1980
Warrior,179,2011,Action,2h 20m,8.1,https://www.imdb.com/title/tt1291584/,140.0,2010
Warrior,179,2011,Drama,2h 20m,8.1,https://www.imdb.com/title/tt1291584/,140.0,2010
Warrior,179,2011,Sport,2h 20m,8.1,https://www.imdb.com/title/tt1291584/,140.0,2010
Dead Poets Society,180,1989,Comedy,2h 8m,8.1,https://www.imdb.com/title/tt0097165/,128.0,1980
Dead Poets Society,180,1989,Drama,2h 8m,8.1,https://www.imdb.com/title/tt0097165/,128.0,1980
The Wild Robot,181,2024,Animation,1h 42m,8.2,https://www.imdb.com/title/tt29623480/,102.0,2020
The Wild Robot,181,2024,Adventure,1h 42m,8.2,https://www.imdb.com/title/tt29623480/,102.0,2020
The Wild Robot,181,2024,Family,1h 42m,8.2,https://www.imdb.com/title/tt29623480/,102.0,2020
Barry Lyndon,182,1975,Adventure,3h 5m,8.1,https://www.imdb.com/title/tt0072684/,185.0,1970
Barry Lyndon,182,1975,Drama,3h 5m,8.1,https://www.imdb.com/title/tt0072684/,185.0,1970
Barry Lyndon,182,1975,War,3h 5m,8.1,https://www.imdb.com/title/tt0072684/,185.0,1970
Million Dollar Baby,183,2004,Drama,2h 12m,8.1,https://www.imdb.com/title/tt0405159/,132.0,2000
Million Dollar Baby,183,2004,Sport,2h 12m,8.1,https://www.imdb.com/title/tt0405159/,132.0,2000
Ben-Hur,184,1959,Adventure,3h 32m,8.1,https://www.imdb.com/title/tt0052618/,212.0,1950
Ben-Hur,184,1959,Drama,3h 32m,8.1,https://www.imdb.com/title/tt0052618/,212.0,1950
Mad Max: Fury Road,185,2015,Action,2h,8.1,https://www.imdb.com/title/tt1392190/,120.0,2010
Mad Max: Fury Road,185,2015,Adventure,2h,8.1,https://www.imdb.com/title/tt1392190/,120.0,2010
Mad Max: Fury Road,185,2015,Sci-Fi,2h,8.1,https://www.imdb.com/title/tt1392190/,120.0,2010
Gran Torino,186,2008,Drama,1h 56m,8.1,https://www.imdb.com/title/tt1205489/,116.0,2000
Tonari no Totoro,187,1988,Animation,1h 26m,8.1,https://www.imdb.com/title/tt0096283/,86.0,1980
Tonari no Totoro,187,1988,Adventure,1h 26m,8.1,https://www.imdb.com/title/tt0096283/,86.0,1980
Tonari no Totoro,187,1988,Comedy,1h 26m,8.1,https://www.imdb.com/title/tt0096283/,86.0,1980
Bacheha-ye aseman,188,1997,Drama,1h 29m,8.2,https://www.imdb.com/title/tt0118849/,89.0,1990
Bacheha-ye aseman,188,1997,Family,1h 29m,8.2,https://www.imdb.com/title/tt0118849/,89.0,1990
Bacheha-ye aseman,188,1997,Sport,1h 29m,8.2,https://www.imdb.com/title/tt0118849/,89.0,1990
Hacksaw Ridge,189,2016,Biography,2h 19m,8.1,https://www.imdb.com/title/tt2119532/,139.0,2010
Hacksaw Ridge,189,2016,Drama,2h 19m,8.1,https://www.imdb.com/title/tt2119532/,139.0,2010
Hacksaw Ridge,189,2016,History,2h 19m,8.1,https://www.imdb.com/title/tt2119532/,139.0,2010
The Grand Budapest Hotel,190,2014,Comedy,1h 39m,8.1,https://www.imdb.com/title/tt2278388/,99.0,2010
The Grand Budapest Hotel,190,2014,Drama,1h 39m,8.1,https://www.imdb.com/title/tt2278388/,99.0,2010
12 Years a Slave,191,2013,Biography,2h 14m,8.1,https://www.imdb.com/title/tt2024544/,134.0,2010
12 Years a Slave,191,2013,Drama,2h 14m,8.1,https://www.imdb.com/title/tt2024544/,134.0,2010
12 Years a Slave,191,2013,History,2h 14m,8.1,https://www.imdb.com/title/tt2024544/,134.0,2010
Before Sunrise,192,1995,Comedy,1h 41m,8.1,https://www.imdb.com/title/tt0112471/,101.0,1990
Before Sunrise,192,1995,Drama,1h 41m,8.1,https://www.imdb.com/title/tt0112471/,101.0,1990
Before Sunrise,192,1995,Romance,1h 41m,8.1,https://www.imdb.com/title/tt0112471/,101.0,1990
Blade Runner,193,1982,Action,1h 57m,8.1,https://www.imdb.com/title/tt0083658/,117.0,1980
Blade Runner,193,1982,Drama,1h 57m,8.1,https://www.imdb.com/title/tt0083658/,117.0,1980
Blade Runner,193,1982,Sci-Fi,1h 57m,8.1,https://www.imdb.com/title/tt0083658/,117.0,1980
Salinui chueok,194,2003,Crime,2h 12m,8.1,https://www.imdb.com/title/tt0353969/,132.0,2000
Salinui chueok,194,2003,Drama,2h 12m,8.1,https://www.imdb.com/title/tt0353969/,132.0,2000
Salinui chueok,194,2003,Mystery,2h 12m,8.1,https://www.imdb.com/title/tt0353969/,132.0,2000
Ratatouille,195,2007,Animation,1h 51m,8.1,https://www.imdb.com/title/tt0382932/,111.0,2000
Ratatouille,195,2007,Adventure,1h 51m,8.1,https://www.imdb.com/title/tt0382932/,111.0,2000
Ratatouille,195,2007,Comedy,1h 51m,8.1,https://www.imdb.com/title/tt0382932/,111.0,2000
Spider-Man: No Way Home,196,2021,Action,2h 28m,8.2,https://www.imdb.com/title/tt10872600/,148.0,2020
Spider-Man: No Way Home,196,2021,Adventure,2h 28m,8.2,https://www.imdb.com/title/tt10872600/,148.0,2020
Spider-Man: No Way Home,196,2021,Fantasy,2h 28m,8.2,https://www.imdb.com/title/tt10872600/,148.0,2020
How to Train Your Dragon,197,2010,Animation,1h 38m,8.1,https://www.imdb.com/title/tt0892769/,98.0,2010
How to Train Your Dragon,197,2010,Action,1h 38m,8.1,https://www.imdb.com/title/tt0892769/,98.0,2010
How to Train Your Dragon,197,2010,Adventure,1h 38m,8.1,https://www.imdb.com/title/tt0892769/,98.0,2010
Gone Girl,198,2014,Drama,2h 29m,8.1,https://www.imdb.com/title/tt2267998/,149.0,2010
Gone Girl,198,2014,Mystery,2h 29m,8.1,https://www.imdb.com/title/tt2267998/,149.0,2010
Gone Girl,198,2014,Thriller,2h 29m,8.1,https://www.imdb.com/title/tt2267998/,149.0,2010
"Monsters, Inc.",199,2001,Animation,1h 32m,8.1,https://www.imdb.com/title/tt0198781/,92.0,2000
"Monsters, Inc.",199,2001,Adventure,1h 32m,8.1,https://www.imdb.com/title/tt0198781/,92.0,2000
"Monsters, Inc.",199,2001,Comedy,1h 32m,8.1,https://www.imdb.com/title/tt0198781/,92.0,2000
Jaws,200,1975,Adventure,2h 4m,8.1,https://www.imdb.com/title/tt0073195/,124.0,1970
Jaws,200,1975,Horror,2h 4m,8.1,https://www.imdb.com/title/tt0073195/,124.0,1970
Jaws,200,1975,Thriller,2h 4m,8.1,https://www.imdb.com/title/tt0073195/,124.0,1970
In the Name of the Father,201,1993,Biography,2h 13m,8.1,https://www.imdb.com/title/tt0107207/,133.0,1990
In the Name of the Father,201,1993,Crime,2h 13m,8.1,https://www.imdb.com/title/tt0107207/,133.0,1990
In the Name of the Father,201,1993,Drama,2h 13m,8.1,https://www.imdb.com/title/tt0107207/,133.0,1990
Ford v Ferrari,202,2019,Action,2h 32m,8.1,https://www.imdb.com/title/tt1950186/,152.0,2010
Ford v Ferrari,202,2019,Biography,2h 32m,8.1,https://www.imdb.com/title/tt1950186/,152.0,2010
Ford v Ferrari,202,2019,Drama,2h 32m,8.1,https://www.imdb.com/title/tt1950186/,152.0,2010
The Gold Rush,203,1925,Adventure,1h 35m,8.1,https://www.imdb.com/title/tt0015864/,95.0,1920
The Gold Rush,203,1925,Comedy,1h 35m,8.1,https://www.imdb.com/title/tt0015864/,95.0,1920
The Gold Rush,203,1925,Drama,1h 35m,8.1,https://www.imdb.com/title/tt0015864/,95.0,1920
Relatos salvajes,204,2014,Comedy,2h 2m,8.1,https://www.imdb.com/title/tt3011894/,122.0,2010
Relatos salvajes,204,2014,Drama,2h 2m,8.1,https://www.imdb.com/title/tt3011894/,122.0,2010
Relatos salvajes,204,2014,Thriller,2h 2m,8.1,https://www.imdb.com/title/tt3011894/,122.0,2010
Mary and Max.,206,2009,Animation,1h 32m,8.1,https://www.imdb.com/title/tt0978762/,92.0,2000
Mary and Max.,206,2009,Comedy,1h 32m,8.1,https://www.imdb.com/title/tt0978762/,92.0,2000
Mary and Max.,206,2009,Drama,1h 32m,8.1,https://www.imdb.com/title/tt0978762/,92.0,2000
The Deer Hunter,207,1978,Drama,3h 3m,8.1,https://www.imdb.com/title/tt0077416/,183.0,1970
The Deer Hunter,207,1978,War,3h 3m,8.1,https://www.imdb.com/title/tt0077416/,183.0,1970
Le salaire de la peur,208,1953,Adventure,2h 36m,8.1,https://www.imdb.com/title/tt0046268/,156.0,1950
Le salaire de la peur,208,1953,Drama,2h 36m,8.1,https://www.imdb.com/title/tt0046268/,156.0,1950
Le salaire de la peur,208,1953,Thriller,2h 36m,8.1,https://www.imdb.com/title/tt0046268/,156.0,1950
The General,209,1926,Action,1h 18m,8.1,https://www.imdb.com/title/tt0017925/,78.0,1920
The General,209,1926,Adventure,1h 18m,8.1,https://www.imdb.com/title/tt0017925/,78.0,1920
The General,209,1926,Comedy,1h 18m,8.1,https://www.imdb.com/title/tt0017925/,78.0,1920
Logan,210,2017,Action,2h 17m,8.1,https://www.imdb.com/title/tt3315342/,137.0,2010
Logan,210,2017,Drama,2h 17m,8.1,https://www.imdb.com/title/tt3315342/,137.0,2010
Logan,210,2017,Sci-Fi,2h 17m,8.1,https://www.imdb.com/title/tt3315342/,137.0,2010
Mr. Smith Goes to Washington,211,1939,Comedy,2h 9m,8.1,https://www.imdb.com/title/tt0031679/,129.0,1930
Mr. Smith Goes to Washington,211,1939,Drama,2h 9m,8.1,https://www.imdb.com/title/tt0031679/,129.0,1930
Rocky,212,1976,Drama,2h,8.1,https://www.imdb.com/title/tt0075148/,120.0,1970
Rocky,212,1976,Sport,2h,8.1,https://www.imdb.com/title/tt0075148/,120.0,1970
On the Waterfront,213,1954,Crime,1h 48m,8.1,https://www.imdb.com/title/tt0047296/,108.0,1950
On the Waterfront,213,1954,Drama,1h 48m,8.1,https://www.imdb.com/title/tt0047296/,108.0,1950
On the Waterfront,213,1954,Thriller,1h 48m,8.1,https://www.imdb.com/title/tt0047296/,108.0,1950
Tôkyô monogatari,214,1953,Drama,2h 17m,8.1,https://www.imdb.com/title/tt0046438/,137.0,1950
Smultronstället,215,1957,Drama,1h 32m,8.1,https://www.imdb.com/title/tt0050986/,92.0,1950
Smultronstället,215,1957,Romance,1h 32m,8.1,https://www.imdb.com/title/tt0050986/,92.0,1950
Pirates of the Caribbean: The Curse of the Black Pearl,216,2003,Action,2h 23m,8.1,https://www.imdb.com/title/tt0325980/,143.0,2000
Pirates of the Caribbean: The Curse of the Black Pearl,216,2003,Adventure,2h 23m,8.1,https://www.imdb.com/title/tt0325980/,143.0,2000
Pirates of the Caribbean: The Curse of the Black Pearl,216,2003,Fantasy,2h 23m,8.1,https://www.imdb.com/title/tt0325980/,143.0,2000
The Third Man,217,1949,Drama,1h 44m,8.1,https://www.imdb.com/title/tt0041959/,104.0,1940
The Third Man,217,1949,Film-Noir,1h 44m,8.1,https://www.imdb.com/title/tt0041959/,104.0,1940
The Third Man,217,1949,Mystery,1h 44m,8.1,https://www.imdb.com/title/tt0041959/,104.0,1940
Spotlight,218,2015,Biography,2h 9m,8.1,https://www.imdb.com/title/tt1895587/,129.0,2010
Spotlight,218,2015,Crime,2h 9m,8.1,https://www.imdb.com/title/tt1895587/,129.0,2010
Spotlight,218,2015,Drama,2h 9m,8.1,https://www.imdb.com/title/tt1895587/,129.0,2010
Maharaja,219,2024,Action,2h 21m,8.3,https://www.imdb.com/title/tt26548265/,141.0,2020
Maharaja,219,2024,Crime,2h 21m,8.3,https://www.imdb.com/title/tt26548265/,141.0,2020
Maharaja,219,2024,Drama,2h 21m,8.3,https://www.imdb.com/title/tt26548265/,141.0,2020
La haine,220,1995,Crime,1h 38m,8.1,https://www.imdb.com/title/tt0113247/,98.0,1990
La haine,220,1995,Drama,1h 38m,8.1,https://www.imdb.com/title/tt0113247/,98.0,1990
Jai Bhim,221,2021,Crime,2h 44m,8.6,https://www.imdb.com/title/tt15097216/,164.0,2020
Jai Bhim,221,2021,Drama,2h 44m,8.6,https://www.imdb.com/title/tt15097216/,164.0,2020
The Terminator,222,1984,Action,1h 47m,8.1,https://www.imdb.com/title/tt0088247/,107.0,1980
The Terminator,222,1984,Adventure,1h 47m,8.1,https://www.imdb.com/title/tt0088247/,107.0,1980
The Terminator,222,1984,Sci-Fi,1h 47m,8.1,https://www.imdb.com/title/tt0088247/,107.0,1980
The Big Lebowski,223,1998,Comedy,1h 57m,8.1,https://www.imdb.com/title/tt0118715/,117.0,1990
The Big Lebowski,223,1998,Crime,1h 57m,8.1,https://www.imdb.com/title/tt0118715/,117.0,1990
The Sound of Music,224,1965,Biography,2h 54m,8.1,https://www.imdb.com/title/tt0059742/,174.0,1960
The Sound of Music,224,1965,Drama,2h 54m,8.1,https://www.imdb.com/title/tt0059742/,174.0,1960
The Sound of Music,224,1965,Family,2h 54m,8.1,https://www.imdb.com/title/tt0059742/,174.0,1960
Det sjunde inseglet,225,1957,Drama,1h 36m,8.1,https://www.imdb.com/title/tt0050976/,96.0,1950
Det sjunde inseglet,225,1957,Fantasy,1h 36m,8.1,https://www.imdb.com/title/tt0050976/,96.0,1950
The Best Years of Our Lives,226,1946,Drama,2h 50m,8.1,https://www.imdb.com/title/tt0036868/,170.0,1940
The Best Years of Our Lives,226,1946,Romance,2h 50m,8.1,https://www.imdb.com/title/tt0036868/,170.0,1940
The Best Years of Our Lives,226,1946,War,2h 50m,8.1,https://www.imdb.com/title/tt0036868/,170.0,1940
Room,227,2015,Drama,1h 58m,8.1,https://www.imdb.com/title/tt3170832/,118.0,2010
Room,227,2015,Thriller,1h 58m,8.1,https://www.imdb.com/title/tt3170832/,118.0,2010
Koe no Katachi,228,2016,Animation,2h 10m,8.2,https://www.imdb.com/title/tt5323662/,130.0,2010
Koe no Katachi,228,2016,Drama,2h 10m,8.2,https://www.imdb.com/title/tt5323662/,130.0,2010
Hotel Rwanda,229,2004,Biography,2h 1m,8.1,https://www.imdb.com/title/tt0395169/,121.0,2000
Hotel Rwanda,229,2004,Drama,2h 1m,8.1,https://www.imdb.com/title/tt0395169/,121.0,2000
Hotel Rwanda,229,2004,History,2h 1m,8.1,https://www.imdb.com/title/tt0395169/,121.0,2000
Platoon,230,1986,Drama,2h,8.1,https://www.imdb.com/title/tt0091763/,120.0,1980
Platoon,230,1986,War,2h,8.1,https://www.imdb.com/title/tt0091763/,120.0,1980
Before Sunset,231,2004,Drama,1h 20m,8.1,https://www.imdb.com/title/tt0381681/,80.0,2000
Before Sunset,231,2004,Romance,1h 20m,8.1,https://www.imdb.com/title/tt0381681/,80.0,2000
The Incredibles,232,2004,Animation,1h 55m,8.0,https://www.imdb.com/title/tt0317705/,115.0,2000
The Incredibles,232,2004,Action,1h 55m,8.0,https://www.imdb.com/title/tt0317705/,115.0,2000
The Incredibles,232,2004,Adventure,1h 55m,8.0,https://www.imdb.com/title/tt0317705/,115.0,2000
The Exorcist,233,1973,Horror,2h 2m,8.1,https://www.imdb.com/title/tt0070047/,122.0,1970
Hachi: A Dog&apos;s Tale,234,2009,Biography,1h 33m,8.1,https://www.imdb.com/title/tt1028532/,93.0,2000
Hachi: A Dog&apos;s Tale,234,2009,Drama,1h 33m,8.1,https://www.imdb.com/title/tt1028532/,93.0,2000
Hachi: A Dog&apos;s Tale,234,2009,Family,1h 33m,8.1,https://www.imdb.com/title/tt1028532/,93.0,2000
Rush,235,2013,Biography,2h 3m,8.1,https://www.imdb.com/title/tt1979320/,123.0,2010
Rush,235,2013,Drama,2h 3m,8.1,https://www.imdb.com/title/tt1979320/,123.0,2010
Rush,235,2013,Sport,2h 3m,8.1,https://www.imdb.com/title/tt1979320/,123.0,2010
The Wizard of Oz,236,1939,Adventure,1h 42m,8.1,https://www.imdb.com/title/tt0032138/,102.0,1930
The Wizard of Oz,236,1939,Family,1h 42m,8.1,https://www.imdb.com/title/tt0032138/,102.0,1930
The Wizard of Oz,236,1939,Fantasy,1h 42m,8.1,https://www.imdb.com/title/tt0032138/,102.0,1930
La passion de Jeanne d&apos;Arc,237,1928,Biography,1h 54m,8.1,https://www.imdb.com/title/tt0019254/,114.0,1920
La passion de Jeanne d&apos;Arc,237,1928,Drama,1h 54m,8.1,https://www.imdb.com/title/tt0019254/,114.0,1920
La passion de Jeanne d&apos;Arc,237,1928,History,1h 54m,8.1,https://www.imdb.com/title/tt0019254/,114.0,1920
Stand by Me,238,1986,Adventure,1h 29m,8.1,https://www.imdb.com/title/tt0092005/,89.0,1980
Stand by Me,238,1986,Comedy,1h 29m,8.1,https://www.imdb.com/title/tt0092005/,89.0,1980
Stand by Me,238,1986,Drama,1h 29m,8.1,https://www.imdb.com/title/tt0092005/,89.0,1980
The Iron Giant,239,1999,Animation,1h 26m,8.1,https://www.imdb.com/title/tt0129167/,86.0,1990
The Iron Giant,239,1999,Action,1h 26m,8.1,https://www.imdb.com/title/tt0129167/,86.0,1990
The Iron Giant,239,1999,Adventure,1h 26m,8.1,https://www.imdb.com/title/tt0129167/,86.0,1990
Babam ve Oglum,240,2005,Drama,1h 52m,8.2,https://www.imdb.com/title/tt0476735/,112.0,2000
Babam ve Oglum,240,2005,Family,1h 52m,8.2,https://www.imdb.com/title/tt0476735/,112.0,2000
La battaglia di Algeri,241,1966,Drama,2h 1m,8.1,https://www.imdb.com/title/tt0058946/,121.0,1960
La battaglia di Algeri,241,1966,War,2h 1m,8.1,https://www.imdb.com/title/tt0058946/,121.0,1960
Ah-ga-ssi,242,2016,Drama,2h 25m,8.1,https://www.imdb.com/title/tt4016934/,145.0,2010
Ah-ga-ssi,242,2016,Romance,2h 25m,8.1,https://www.imdb.com/title/tt4016934/,145.0,2010
Ah-ga-ssi,242,2016,Thriller,2h 25m,8.1,https://www.imdb.com/title/tt4016934/,145.0,2010
Network,243,1976,Drama,2h 1m,8.1,https://www.imdb.com/title/tt0074958/,121.0,1970
Gangs of Wasseypur,244,2012,Action,5h 21m,8.2,https://www.imdb.com/title/tt1954470/,321.0,2010
Gangs of Wasseypur,244,2012,Comedy,5h 21m,8.2,https://www.imdb.com/title/tt1954470/,321.0,2010
Gangs of Wasseypur,244,2012,Crime,5h 21m,8.2,https://www.imdb.com/title/tt1954470/,321.0,2010
Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,245,2020,Animation,1h 57m,8.2,https://www.imdb.com/title/tt11032374/,117.0,2020
Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,245,2020,Action,1h 57m,8.2,https://www.imdb.com/title/tt11032374/,117.0,2020
